umap1	umap2	tok	year_label
5.143105	10.46315	npkc	0
4.77057	3.7960188	disease_mesh_d001935	0
15.368932	-0.4282219	mitoprotective	0
9.981072	-0.6904077	buhrmester	0
9.244929	3.7813065	unfocussed	0
12.218654	0.5728314	goldwyn	0
17.059843	3.5096285	169.4	0
9.942554	0.46637502	hydrocolonic	0
10.820359	6.38417	inferiore	0
5.144561	6.8271556	appbeta	0
12.687372	6.575503	65.42	0
17.529099	5.6954503	penelope	0
9.273511	0.5837315	alitretinoin	0
10.94687	5.627012	complementaire	0
8.073609	4.3029194	-583	0
13.415833	-3.0404098	15.8	0
16.88739	-2.1121712	mullen	0
9.97582	3.7096317	cu(ch3cn)4	0
-0.7589269	1.1509187	remedied	0
1.7283942	-2.1929753	iiib	0
14.344805	8.757297	95.52	0
4.0682297	2.9946356	lcpo	0
8.367488	4.9212995	ramaciotti	0
4.4479313	-0.26458538	gene_43442	0
12.853898	1.3738822	pedobarographic	0
11.902885	3.6340787	1.310	0
12.893617	6.10375	cristalli	0
10.522718	7.4640923	ssrrna	0
2.8935227	10.039612	qio	0
12.066918	1.117557	2001b	0
4.847969	-3.2418346	hhcy	0
15.617791	-3.34215	plasmodium	0
2.7949834	9.613728	glub	0
8.216805	7.0897145	gene_397319	0
6.8371534	8.925159	ink4	0
11.120171	5.7913213	3,308	0
3.8274102	2.8903117	jaf	0
8.448697	-4.889551	7sk	0
5.376973	2.729261	chemical_mesh_c008664	0
8.442065	1.0188862	pcha	0
17.938957	5.55711	primitive	0
11.447426	3.3510656	motta	0
15.420873	11.225559	oligosymptomatic	0
6.1825247	13.0895405	m2ap	0
9.621643	8.498346	africa	0
10.780183	-3.3647406	hypohalous	0
7.6151843	6.473198	impax	0
10.815156	2.9334223	uhlhaas	0
0.83485717	-3.2112734	e4c	0
0.6236313	13.654404	neyman	0
8.388174	5.3558974	nhuc	0
14.543945	8.275381	1%-15	0
6.927256	-5.399835	pfmsp1	0
11.6572485	6.8145256	or=5.8	0
8.144781	-0.06453985	syringin	0
17.935717	5.0811214	sind-	0
9.246238	3.86923	koshigaya	0
16.393906	4.517576	aeq	0
10.114084	2.8649845	abcc4	0
7.992364	3.1483505	pbad34	0
5.230574	4.2215185	wdah	0
5.6695857	12.482302	kissei	0
7.9336886	0.30539545	villosa	0
4.5010686	-0.5685697	masan	0
10.338164	-2.8687553	261600	0
6.697441	2.4229107	glu304	0
15.120306	3.3244483	chcho	0
11.60484	-2.605482	trhb	0
1.9919316	-0.48769468	macrocarrier	0
13.575811	6.5192056	255.5	0
6.385867	6.4742627	catatonic	0
9.573386	9.181941	gene_107463	0
11.828083	-1.8234222	gene_9373	0
5.5664697	2.2582803	nap-1	0
6.0101404	-0.14145929	-contained	0
6.893731	3.6789398	ser1181	0
11.048067	9.968205	1,309	0
17.153952	6.236172	disease_mesh_c564253	0
8.979743	1.6415452	injudiciously	0
9.470374	6.3743467	asn341	0
12.141252	5.8092294	3,138	0
8.597625	11.0776615	mmic	0
12.502958	0.9452042	r.c.	0
8.849506	-5.8703012	cryptorchid	0
8.15455	1.4296368	microadenomas	0
13.278505	6.6790695	70.28	0
5.527282	2.032601	ser131	0
9.896735	2.5324469	plvd	0
12.754956	5.2634163	species_53485	0
10.090753	3.5587194	postresponse	0
20.374035	6.966582	encyclopaedia	0
8.520013	8.678919	fgin-1	0
13.41338	-0.31924	1953	0
10.108376	8.645863	ulte4	0
6.272754	-0.006435965	parde2	0
10.077794	4.721898	7aad+	0
19.733778	3.7135923	periimplantation	0
-0.3274982	-2.5034602	umol	0
7.867324	11.413894	craft	0
10.899617	0.77242893	latosol	0
4.2796435	3.5184815	species_28039	0
10.189894	2.7365508	endocardiosis	0
8.427425	6.995578	excavating	0
16.615746	-0.6890338	decontextualized	0
7.5443325	-2.9296365	gene_76007	0
15.087622	6.8390937	mvista	0
9.909176	2.2255168	elmslie	0
6.552587	2.1901243	subjectivism	0
2.4302466	-0.36547613	gene_51752	0
8.606857	5.706252	i(l	0
8.296221	2.2636654	neodynium	0
7.379668	-6.495578	gene_395442	0
15.073186	-3.023003	unaided	0
12.225754	-0.42996728	whippet	0
-0.9528762	3.4177542	adf	0
12.153617	6.4564652	79.70	0
15.675791	3.590148	muricin	0
8.529738	3.3184175	siggaard	0
7.159844	12.380827	web-	0
6.8926125	5.850764	species_150597	0
13.90332	0.1468536	trafalgar	0
8.653927	2.3705716	moc1	0
5.8197284	4.497411	traumatisme	0
11.806342	4.315668	hit(s	0
12.553505	0.90408933	mppg	0
8.570722	0.05048781	amnesia	0
14.912826	1.5932685	proanthocyanidin	0
4.7510147	-2.1305752	100/	0
15.852354	1.3471092	mitochrondrial	0
19.146025	-2.0006163	chemical_mesh_d000068900	0
10.678201	6.879916	s102	0
7.6420627	1.7582092	xreal	0
11.17754	0.42495057	mssim	0
10.072353	3.6237493	gpcr)-mediate	0
10.324995	4.792692	ayude	0
8.785557	2.8199615	jlp	0
8.711047	3.4170315	globiom	0
2.505908	3.23729	df=5	0
14.892919	7.3657627	nondiluted	0
18.421825	-2.050814	midd	0
13.223261	9.850971	6814	0
11.49528	4.189231	j=7.7	0
4.038882	12.273402	eglob	0
10.772043	0.3764523	defm	0
3.621673	-4.4996495	smh	0
6.853439	3.7144794	auripuncture	0
3.7004812	-5.3175087	shirota	0
16.309435	-0.7288476	hm-20	0
9.529301	3.0354052	motegi	0
5.5971127	-4.3151164	bb80	0
8.960702	-1.1032474	gene_100314006	0
10.993874	5.5995045	zhumadian	0
10.707513	7.9467883	7.2x10	0
13.233176	-0.15507644	d2cc	0
4.8445697	6.911987	exon	0
4.688587	10.311196	-plcbeta	0
11.8978	3.6146746	kappak	0
-0.070809335	7.632874	nt-020	0
12.021101	1.3033696	gerrit	0
6.4086733	-1.4670808	bikunin	0
16.36719	3.0001884	pesticides	0
10.013356	4.167579	3,915	0
-0.06418354	2.5448692	demetalate	0
6.149334	8.32699	species_64391	0
11.567065	4.929462	0.1006	0
6.7752485	10.0442295	interpersonally	0
7.496067	0.7601279	gene_28379720	0
15.641646	7.498753	gene_396186	0
5.1193094	-6.6762037	pertinence	0
10.501206	-6.7820005	bukavu	0
11.391178	8.138497	420	0
0.00927015	9.410243	trials.gov	0
11.752468	5.986973	athr	0
12.777252	4.444275	p89	0
11.820562	5.8090086	bonga	0
11.59402	-1.9665853	0025	0
14.434549	7.0548024	+0.23	0
5.4300117	7.457088	beamsplitter	0
15.099669	6.0152717	l(gamma	0
14.825628	8.314352	18.46	0
16.67636	6.8714943	p=0.0261	0
21.498241	0.72038555	pcambia1305.1	0
8.219452	6.1257615	d62	0
11.997848	-0.6915709	~112	0
14.218589	-3.2593374	alexithymia	0
6.17771	4.441255	species_640635	0
16.692991	-1.213516	2sx	0
8.904808	-7.816161	side	0
15.03353	8.831993	4%-15	0
12.107996	3.2449248	wixte	0
1.9665049	3.7530258	e8i	0
13.843576	-7.403043	13c,15n	0
6.940972	3.2586892	gene_3354	0
13.421208	0.88537085	urabe	0
12.42856	6.7600417	http://robetta.bakerlab.org	0
15.386608	4.256497	notch2	0
7.3867655	1.19774	achillea	0
18.24974	4.9562483	registrar	0
9.600108	1.2970858	macronet	0
10.510093	-0.44469234	mroczek	0
15.286523	6.301786	shiite	0
8.814054	3.538825	philadephia	0
16.782816	9.435174	dcqd	0
9.917278	4.6928253	cmuh	0
15.31305	1.3313963	magical	0
10.228689	-3.3816378	rfah	0
-4.0690393	0.6642096	deb	0
14.083844	-3.8309832	gene_25814	0
9.62339	3.5095413	6506	0
1.900921	-0.0069531603	ph=6.0	0
12.717346	1.7809633	egelman	0
0.3855374	1.3835793	mmr	0
12.267207	8.140662	rpl39	0
2.5712304	3.978913	chemical_mesh_d005977	0
15.938841	4.575846	1,638	0
8.696636	2.039495	irradiated-	0
10.447111	11.068155	cellulolytic	0
13.517361	-2.8486645	antiinfective	0
7.474393	-3.3127258	gene_13424	0
15.342102	8.797283	22/49	0
6.084755	3.6256404	v94	0
8.709506	1.8618125	gene_508629	0
3.5224004	2.193699	intraatrial	0
10.216798	12.832099	ch3hg+	0
14.919421	-0.2505402	bretherton	0
10.296757	-8.310881	isop	0
13.101459	2.565167	-.037	0
14.8570795	5.4259872	http://rdp.cme.msu.edu/	0
13.824562	-2.6547356	plug	0
11.02238	-0.36023843	liang	0
12.547126	8.951766	17.11	0
14.892805	8.298009	9/41	0
6.9637527	4.105254	h526y	0
9.419678	4.5043726	laaos	0
10.043636	2.294384	prewarm	0
9.89704	-0.92134273	bryopsis	0
8.924302	2.2333076	t71	0
15.631554	2.6621733	lauryl	0
9.272592	3.708452	h1alpha67	0
15.878134	0.52573955	finitude	0
4.8246393	0.9574935	t;rs#_4673	0
11.397888	6.5919285	4526	0
12.139416	-4.1388116	phenotypes	0
11.724373	12.13641	mn(4	0
10.68063	-1.9730942	gene_53312	0
10.314874	-0.7109419	species_55104	0
9.37023	3.6107273	subb	0
10.5918455	3.8109694	tmtu	0
4.400097	3.4399824	snp_rs1426654	0
14.516713	-2.4923384	chitosanolytic	0
15.412635	11.898517	chemical_mesh_c000629066	0
9.509723	5.088656	joypad	0
10.351153	0.5316354	salehi	0
15.101685	10.966128	gene_11670	0
19.138771	-1.920885	g13	0
12.426147	10.428901	gene_83999;79412	0
16.082125	-3.966993	disease_omim_614882	0
15.507994	4.229167	172.24	0
2.296938	8.881319	headquarter	0
6.6407576	0.3510729	chemical_mesh_c008375	0
11.174536	-3.1291122	rvacv	0
12.683724	0.45634085	gene_42059	0
9.418113	2.4057932	postaddition	0
9.534162	6.41246	turbodnase	0
7.234722	-0.25316638	pela	0
15.7358465	7.668106	27.6	0
15.90283	1.7944163	methyl-7,8	0
15.016699	5.7121744	0.341	0
17.028805	3.3393936	116.4	0
4.915551	6.833505	cldm	0
12.686447	10.8665085	hyperglucagonemia	0
13.053767	0.56677604	lucian	0
1.8935949	1.6422365	nullizygosity	0
7.4900637	6.4655776	chemical_mesh_c009999	0
5.6606984	4.719036	w574l	0
11.471145	8.547385	3233	0
9.12911	3.1518135	y.f	0
12.4352	0.6370302	vanderweele	0
0.3101963	4.5518746	redfield	0
9.951552	8.400185	coregulated	0
6.641441	9.366895	alabama	0
11.634801	4.041684	genejammer	0
9.439452	10.561892	gene_14405	0
19.367294	3.6541555	metafer	0
7.953281	5.9236703	falush	0
7.2057176	13.1807165	tgl	0
1.1419637	0.41716164	mount	0
8.199043	7.8804593	species_33562	0
11.510512	9.210627	1286	0
10.164908	2.975414	bertero	0
12.899172	-0.2131248	yurko	0
10.783062	-7.990014	gene_852758	0
12.58179	-2.9956422	1b-2	0
17.52353	-4.3804693	sdme	0
12.958139	-3.486161	chemical_mesh_c016386	0
14.90674	13.434267	cher	0
12.060971	-6.2645717	-adapted	0
13.429046	11.494608	verruculose	0
13.072542	-7.1474385	venereology	0
17.57813	9.341677	microsensor	0
12.88156	4.8303447	klose	0
11.693461	9.666694	gene_25511	0
20.05498	9.158557	alpha-32p]gtp	0
10.082242	3.555083	florea	0
13.422224	11.5006895	disease_mesh_d015658	0
12.875895	6.0140953	60.94	0
9.230278	2.3598654	ct3a	0
14.403629	6.6954317	465.3	0
13.568587	3.2999382	chloroacetonitrile	0
14.517513	6.9722705	58.09	0
4.774554	-2.8704958	gene_17373266	0
12.389894	5.7403636	ejido	0
10.529443	3.7821503	2,839	0
11.920946	1.6753814	octadiynyl	0
13.964341	-0.23378041	al.2007	0
16.55019	3.9301553	ss-31	0
8.954369	11.985522	subdiffraction	0
2.01986	-3.1282818	hpg	0
18.134546	7.721379	aposporous	0
2.953013	-0.79298216	adf)/cofilin	0
13.308079	7.227199	49.03	0
5.053404	-1.7966086	helenius	0
13.1885395	-5.468608	gene_387155	0
11.064361	4.380932	mb1cre/+	0
12.66237	-7.347331	naja	0
11.014868	0.78128016	mcsorley	0
17.896755	12.928711	8e11	0
8.470995	4.6345057	garske	0
11.878273	7.815928	kfa	0
1.433748	5.4632998	chemical_mesh_c064769	0
8.3927145	1.2487545	immunoserological	0
9.968357	-1.8941718	replaced	0
3.840532	5.0486107	yr7	0
11.359119	9.0590925	1,057	0
8.723797	-1.8235341	mo(iv	0
1.9630411	0.3811732	immunfluorescence	0
8.745184	5.551764	carrerai	0
16.95358	7.48215	masslynx	0
5.6770854	1.762244	ser744	0
5.9196806	-5.6094046	oxyrase	0
11.533946	4.4238577	mmed	0
11.395845	9.656882	2339	0
2.1314921	5.682307	vemco	0
7.1207433	2.1481996	met286	0
8.099382	-1.184392	atob	0
8.155732	3.058051	hypoponera	0
10.296525	-5.3235874	nonclassic	0
10.654487	5.096662	metehara	0
12.369232	5.1374917	roulet	0
3.6802132	5.7269735	-kinesin	0
16.62333	3.1789443	neun	0
9.489984	3.108218	alpha4b	0
11.728743	-7.7058086	disease_mesh_d003428	0
7.7629104	-0.67956734	alpiniae	0
16.545193	8.297087	pael	0
3.8501353	7.6137624	macrosetae	0
7.543441	3.67529	chemical_mesh_c044228	0
8.344388	5.0537257	galadriel	0
9.587554	-2.1628785	chemical_mesh_c008313	0
8.6932745	0.9009351	fink	0
10.870854	-0.61579376	atp7a	0
0.6952126	4.068881	nosologic	0
15.769278	5.723595	mir-196	0
8.244273	-2.0202403	ahab	0
14.369485	0.4653148	propiophenone	0
13.19881	5.25526	gene_71566	0
18.181612	9.06005	sis	0
7.4092784	-6.457153	species_666	0
1.9270716	8.933375	gene_259246	0
12.106681	1.4061882	albertsen	0
11.975837	1.6073389	seow	0
3.8710394	2.038973	monatomic	0
-2.7811015	3.4176624	ht5	0
10.498898	4.149837	ing2	0
12.650261	8.229587	p>.05	0
9.2081	-2.315952	joint-	0
13.998928	7.9626074	51.77	0
4.591868	3.4174767	oshima	0
11.379129	2.2781136	niederkorn	0
0.7567057	5.5371056	strata	0
6.658387	-1.9578912	vinyllithium	0
6.037587	4.7309356	gene_199786	0
17.92587	8.082532	sarcomerogenesis	0
1.2926902	6.0341372	stalker	0
10.445793	1.5369952	hammertoe	0
11.728312	-4.3976083	orpm	0
18.261494	1.3340143	4fr	0
6.4926066	0.8933774	mlow	0
7.3325906	7.1617804	telomerase-	0
13.839445	1.3438815	bis-5	0
14.284951	8.234538	23.19	0
10.835876	4.6393723	psod	0
0.2447286	1.9072437	txnpx	0
12.06333	-0.48862812	gene_360464	0
9.534233	2.2718015	ptras	0
7.271326	-1.2026391	agnosticism	0
6.4180064	4.7225733	selenomona	0
14.320022	7.2133956	54.07	0
14.243653	2.3061483	aminopropyl)-4	0
10.020256	-1.5776328	geck	0
-1.3635868	1.8525224	alef	0
16.270952	3.4105484	gene_22240	0
8.85139	1.5130012	tpos	0
9.599043	-6.7582746	ggs	0
-0.14450368	1.6666791	kdc	0
9.848166	1.7959943	sc8	0
8.932337	1.7129618	plai	0
13.8577795	5.099245	gene_10670	0
8.28502	3.7277768	60x/1.40	0
5.716649	16.2409	conceptional	0
10.380888	5.854622	4,026	0
10.809065	-3.996123	immunolabelling	0
9.456901	4.93322	asn153	0
9.293115	12.325005	kaede	0
3.030467	3.8600936	gene_403733	0
12.960762	3.975272	p{ry[+t7.2	0
15.988857	1.5143669	larval-	0
4.8523436	6.3473744	extraforaminal	0
3.9920578	5.454308	sesamoidean	0
20.446943	3.020769	species_150120	0
11.855982	-0.4906546	gtgt	0
14.55135	9.229611	20~30	0
3.4386845	8.943008	0.5mug	0
6.5298524	-0.1651529	scc-15	0
9.076279	14.788494	krebs-	0
17.603073	-2.557561	epihymenium	0
19.404	1.8907406	anorexigenic	0
8.675146	10.433169	kannada	0
10.236788	6.345843	dificil	0
8.106026	3.7973902	mvfs	0
8.056527	-9.230425	disease_mesh_d010212	0
4.6003895	1.9479507	peroxide	0
17.238682	-4.241084	exe	0
10.815162	7.224583	117,000	0
12.820333	8.567355	4126	0
9.486199	3.2259688	asistenciale	0
7.541725	5.5095077	pulchricorni	0
4.398433	-0.40630516	rna<50	0
10.476351	2.960345	nagalase	0
7.970965	10.637565	shading	0
11.998393	-1.3781381	wlt	0
17.943293	-3.536423	species_319	0
17.994791	6.300202	tesseral	0
3.4680147	3.981669	chemical_mesh_d002712	0
6.8292327	-2.878918	phe159	0
8.580671	8.678823	baseband	0
4.674123	7.7226224	calyptra	0
6.4096923	6.1527343	species_1127	0
8.1081085	4.068099	ahcc	0
8.52774	-0.9586377	rhapbad	0
15.149336	7.3173127	senpe	0
12.8749275	3.81274	~6,000	0
6.0820622	8.768631	temsirolimus	0
9.004337	-1.1160368	gene_5451	0
7.792944	10.008293	duck-	0
18.190973	5.4034185	chemical_mesh_d002019	0
10.781709	6.503222	voy	0
5.705351	11.113904	diop	0
9.862038	-0.6145422	biphosphate	0
13.785837	3.127017	dubnoff	0
15.485888	8.382091	2,672	0
14.28678	1.181677	b500	0
8.629842	-0.55911994	chemical_mesh_c031534	0
12.632074	6.5537124	67.47	0
7.7402296	8.982071	aposematism	0
7.1300263	8.759151	vevo	0
15.505223	3.0265474	lcfos	0
11.3323765	3.6741235	0.0883	0
4.063165	10.332321	litterbag	0
4.7878785	5.013047	mdm2	0
16.103941	-7.0553555	unwound	0
10.5725565	2.1393487	walraven	0
11.701808	2.181218	uniparc	0
20.157768	8.192143	lumicycle	0
7.384536	1.112256	aapt	0
17.37536	0.9488582	alkoxyalkyl	0
18.264738	10.948062	disease_mesh_d010534	0
6.766483	5.664535	geobacillus	0
14.249441	7.983095	24.24	0
15.371113	1.9017148	dissymmetric	0
5.54879	-7.003106	sake	0
11.397422	9.579416	2661	0
6.8094473	3.6227286	v155	0
12.027344	-2.0811567	pulping	0
14.561905	0.40371507	deoxyxylulose	0
11.477315	-0.54856366	brackett	0
18.311657	2.6085577	chemical_mesh_c439385	0
17.18755	1.3617519	sleepers	0
1.9864112	1.610447	intranidal	0
13.676663	7.1214046	44.30	0
15.6976795	1.6154007	h3n8	0
7.108728	9.432289	f'i	0
4.7082076	3.93695	3,851	0
12.860181	7.994682	37.69	0
15.02202	10.361502	soay	0
12.406055	5.125553	119.14	0
8.717315	3.0778692	gene_3077579	0
14.432067	2.545341	m-10	0
15.751136	6.4575906	lockport	0
12.659933	1.6620461	vanier	0
3.991493	9.426079	technegas	0
16.640156	7.5963078	arg217	0
10.629489	6.929665	cellline_cvcl_3581	0
13.859439	-8.270024	balt	0
16.965782	-4.3504753	impose	0
12.074119	8.010461	t(31	0
12.165046	-3.7253747	-5.49	0
15.432065	5.924048	species_212056	0
6.475786	0.625207	jennette	0
16.042841	3.9038649	interlude	0
12.459328	3.193256	chemical_mesh_c502486	0
14.35817	3.3385844	tetrazolate	0
11.8326025	2.4270725	m=10	0
11.514544	-0.119216435	gene_815907	0
13.686964	3.0170858	0.1v	0
3.980094	1.5964148	dnamutation_m.3460g	0
11.123019	-0.6151637	lleras	0
7.440224	-0.39960116	vitex	0
15.910274	13.312994	imad	0
14.999124	2.7254949	carboxy-3	0
9.109813	1.0579449	gene_374403	0
13.096156	8.218162	ndj1delta	0
3.9174306	7.525442	5,10	0
9.178336	6.063164	lencois	0
9.213074	0.28809553	gene_692195	0
13.530418	4.8966317	persaf	0
5.1408463	5.99746	yshcn	0
9.700233	4.0841384	yfplow	0
12.10083	-0.038402583	herron	0
11.799245	5.299271	chemical_mesh_c492094	0
14.672558	13.198747	komen	0
5.748856	9.101406	homoplasie	0
9.899485	5.5439873	yongtai	0
-0.62580454	5.5404005	chemical_mesh_d002087	0
-1.5238397	7.011677	ribbon	0
13.518479	5.1640553	128.34	0
20.375164	1.0933913	glutamylcysteine	0
8.875117	3.7674387	wxml	0
13.702221	0.83822507	lebensqualitat	0
7.5354934	7.929507	lymnaea	0
7.78147	-0.027729651	-depending	0
1.3446709	7.8844724	dsisd	0
6.126719	-1.409948	-589	0
16.5543	4.7860603	alphao	0
6.857888	7.0076685	deltaproteobacteria	0
6.9429364	-2.2430637	silylation	0
-0.7071614	5.5063815	icrt	0
7.57971	-4.2099724	nh4oac	0
5.1182303	9.8462305	15h	0
8.943217	8.74676	palaeoenvironmental	0
9.843321	4.3823915	arabinosylation	0
12.74364	6.473415	39.82	0
12.277706	1.3905146	chemical_mesh_c051942	0
5.8895574	7.1841817	helixone	0
3.5768213	2.2746751	pinch	0
13.860577	8.543142	32.82	0
8.70002	4.3908477	17/*17	0
10.816378	3.4612782	cellwall	0
16.940208	7.136476	retrocopy	0
9.243332	-1.8072546	chemical_mesh_c100182	0
12.926905	-0.047396943	vasko	0
12.878894	-6.231569	gene_64930	0
5.1651583	2.0244567	arg265	0
9.478989	-1.42014	availble	0
8.793037	10.097587	n'-methylenebis	0
10.890299	3.3952253	ornithomimosaur	0
18.164618	6.1439857	cita	0
13.856907	3.4228199	ceed	0
6.258557	2.9884267	kodak	0
17.472023	1.9319899	emotional	0
12.9005375	-3.0036404	kvp	0
13.734443	5.6496744	56.20	0
15.873221	9.7229	pastoralism	0
19.858162	1.7410858	gene_9159	0
14.934819	1.3340782	literary	0
17.394333	-2.1858037	deltapip	0
4.934783	0.25987935	utermohl	0
11.331138	4.3411636	switchpoint	0
8.540477	2.7595015	scotto	0
3.6604228	1.3539194	jvd	0
13.073323	-1.3678347	fibration	0
6.333389	0.94791514	chemical_mesh_c553737	0
17.515074	1.9004576	tet(c	0
11.492625	3.4036126	chemical_mesh_c105620	0
6.0084395	5.0071387	pycs	0
11.529905	0.08256594	hexaphosphate	0
1.8107659	5.481871	phenylephrine	0
7.9145546	6.565027	microbacteriaceae	0
9.8719225	-0.3291359	gopnik	0
9.489312	6.55966	komi	0
0.36906663	8.217558	snvs	0
16.197554	6.883752	chemical_mesh_c528731	0
10.76615	3.6986501	mche	0
10.851438	4.2260947	-0.363	0
14.823254	0.2787545	tiantan	0
8.423452	3.6422415	nikolopoulou	0
10.908786	4.531008	gill-	0
17.984985	5.891695	motogen	0
4.4661593	5.361471	expressing	0
14.828811	4.356728	naphthenate	0
9.469147	7.5131254	neil1	0
7.5539107	1.9212278	megagauss	0
9.346058	-2.8437924	manas	0
6.7305827	7.722199	hysteria	0
15.101456	5.6144915	0.207	0
3.3137147	9.004905	overconstraine	0
16.691856	-0.33853093	/dmem	0
4.6730094	5.3785133	or=0.60	0
5.612344	6.678297	promis	0
6.7204785	3.825713	d73a	0
11.456547	9.512383	1133	0
6.2368784	7.474393	geometrid	0
13.462925	-4.539282	disease_mesh_d006457	0
3.6961553	-1.3197294	nm_008084	0
20.735186	3.0449326	/ikappab	0
15.856325	-0.85768527	glu1	0
9.668308	13.786209	bistratifie	0
11.073774	0.49897358	microlon	0
15.64664	1.614051	chlorouracil	0
11.443258	5.2290077	am-10	0
16.60669	10.365562	bisexuality	0
8.909953	-0.030107075	chemical_mesh_d003998	0
10.090368	0.5521609	lsrb	0
20.284822	-1.205917	rhd	0
7.639861	5.238562	saccate	0
8.431473	2.024313	thr/	0
10.861619	14.185264	hygroreceptive	0
7.964367	7.904999	species_62698	0
13.455411	0.3896198	halichondrin	0
7.580233	8.630562	paleobiology	0
12.916884	-0.05918266	chemical_mesh_c015699	0
13.771982	4.6407585	celibataire	0
14.2951145	1.8898337	2,3,6	0
9.576972	1.5627213	cd152	0
16.032423	-4.1385794	2c	0
9.189499	7.836572	mongering	0
3.0499206	3.4516947	neurofunctional	0
14.46892	0.93816435	ketonitrile	0
13.520242	11.403206	fasciectomy	0
10.607924	-2.5254023	gene_102747	0
10.611552	3.8340638	familiale	0
9.768057	3.921673	croghan	0
6.2036605	1.9060328	arg179	0
16.777807	7.023791	0.758	0
11.48087	1.7641323	bihorac	0
13.627773	2.433722	mehrere	0
14.68657	-7.5378575	fig.2c	0
7.331769	8.365466	lophiiforme	0
10.397264	4.82737	mmy	0
3.8236248	2.742082	-subtypes	0
14.083446	-0.034697022	dextromethorphan	0
12.856233	-1.9039518	whomever	0
4.0794587	-1.1673639	chemical_mesh_c025583	0
17.20004	3.8743625	suprabasal	0
12.932932	-0.13191484	szathmary	0
10.280688	9.521989	chemical_mesh_c077199	0
9.047903	10.127928	greek	0
13.401972	0.07218838	voorhis	0
13.976496	-1.0027894	ultram	0
18.52294	8.743919	gene_405770	0
3.806035	5.783625	noninternalize	0
20.455694	1.5328108	l432	0
12.194216	-7.8469124	mphi	0
2.9563317	0.23117802	pstat	0
10.956131	1.8333547	antivaccine	0
12.310444	10.967549	feebly	0
9.313597	7.8667684	hyperendemic	0
14.14107	7.224334	1.344	0
12.8506775	8.397233	p<.002	0
0.22723448	-1.2048653	supraduction	0
9.219189	4.242549	waern	0
16.487825	0.12328549	gene_6309	0
10.142745	3.0147357	basee	0
1.6648763	1.2667806	nestin+	0
10.2729225	-3.0134728	auric	0
16.12228	3.851182	jude	0
13.3891325	6.9955573	58.38	0
13.569681	5.925459	-5.48	0
16.223635	2.359585	lama-84	0
9.749704	13.731598	corneocyte	0
12.134809	5.1445303	schloesing	0
5.5245585	9.407257	karlotoxin	0
6.9587913	5.73182	c550	0
9.890624	4.4888577	l'ecriture	0
21.856594	5.1935925	nmi	0
13.9284315	8.832509	sarcosyl	0
17.940006	2.0430427	carbothane	0
6.969759	4.9758024	fluorometer	0
4.551021	1.5235221	chemical_mesh_c024822	0
17.433006	8.907797	fibrofatty	0
5.1436324	6.253422	dredge	0
15.758845	-1.396529	gclc	0
18.869541	1.899716	newman	0
2.7374768	-0.7128198	tnf)alpha	0
